file_name,md5_digest,rotation
20200514_5AB,ed47a01a8f5462680ec13206e763e656,none
20200514_13AB,42333745b3a6d6946c41ff545c422b29,none
20200514_8AB,ae6c0794ed927b0875e0a3cdbe8b1977,none
20200514_9AB,0bc4eabd396dcb57c3968133ed9e0eea,none
20200514_14AB,5e83925dfda2ca2358f294512af6d0be,none
20200514_2AB,6520ae67f195b2053cbc07f8f4722bc9,none
20200514_7AB,930e9f86dfa3be2c98fcf5424a9a7fcb,none
20200514_10AB,0258f1d93b9ef66d220cdd0ba0b666c9,none
20200514_11AB,fddfd22414e8db067ee972e2319d760c,none
20200514_1AB,895a7771e3ce8133ffa8aa11812a2d56,none
20200514_3AB,eaa8d5681908220676f134d749b46374,none
20200514_6AB,3294a7b7f7e5a4f50547167d905f1a81,none
20200429_2B,40c89966519333448fd71993d56dfb0e,none
20200429_1A,11d00b4b1f4960e5cfa5e57f99cac2be,none
20200429_1B,e040d64fb661763aade675b68b83805d,none
20200429_2A,686991e62cb6c69b04843890e6ab85e9,none
20200915_6A,9901dce4069bdc2d0802b686f26e7052,90c
20200915_2A,c28bfa0e670b01cb67c4199f3a7da95d,90c
20200915_2B,830682687e4d747c5cb1cbf65a367ae1,90c
20200915_7B,2af127a413db226dbca14001c089087c,90c
20200915_8D,dc66bdcdbea8d081b6b30b7836729951,90c
20200915_9A,657c7f94c8cf7d56a9cfa24e6e4406fa,90c
20200915_9D,227fe99f9024658d6269fb31859cde5d,90c
20200915_4A,aa6a7a1570e9af5f5229c22871e0ec16,90c
20200915_5A,5f5e1a063d462833fe0d8f8e6b8d436b,90c
20200915_5D,b6600fbe0546fbc7b5bd6086b9b69b65,90c
20200915_17A,db55a39318b753c128d258a140cb7921,90c
20200915_7D,f78c68d6e7a8cf5ac92f2ea37191edc9,90c
20200915_14D,b073503e87d74333eb1a49011ecf8044,90c
20200915_3B,588360592cf7d754270d0df141f4c8fe,90c
20200915_13B,fd7df547366ad549e231c4275901d9bb,90c
20200915_17D,8c6c9ddd21f498258e0ca468bb6b049d,90c
20200915_15D,e451ba7fa6bff87ac9610b72bb47d152,90c
20200915_9B,4060c0c919e4de479f63952e1f2e50ca,90c
20200915_10A,cb4e081e76f7c21b6e9d30c9a99271b6,90c
20200915_16B,e91d1167a79e93e395bd7cc20b12be82,90c
20200915_12B,393de96640fa65d92300075f23a748fc,90c
20200915_15A,31d5850f9cfa30d7728426d7bf324d27,90c
20200915_13A,c2f005277ae1025cc06d26d909e7869b,90c
20200915_2D,de5493bc60e2ad5c1636d24d3271e8b6,90c
20200915_14A,0aa87b84a34df940f6b8a62d2a06a520,90c
20200915_10B,bf3210722933e61b0391482448dcd0f9,90c
20200915_10D,d6658635cc663a6575069c8c433b1212,90c
20200915_3A,204f22994382d6313e0fd85eb60109a7,90c
20200915_3D,bbc67e555272ac4859e6a55b15d0a747,90c
20200915_4B,acdf5618d2c5ca0e196eb40b77ad119e,90c
20200915_4D,b45f17388006eafc4ebdd52d857695d1,90c
20200915_16A,cd0802d66127c34ce97a7ac56b106fdc,90c
20200915_11D,b01b3fe19c51a536d60b1f88af8a81f0,90c
20200915_17B,aac7df28cb0752e2f26e98932d353b60,90c
20200915_15B,b66cf9a963a1c455176a47fc1affdecb,90c
20200915_11B,0c8ad12122ec89ec5649a17ca5c53ac5,90c
20200915_5B,2da55a5872fcfe41c2406166514c8d87,90c
20200915_12A,69804298969ae23cbd714f101cc44f7a,90c
20200915_8A,c4b95d08b193633bead009e075b8ed87,90c
20200915_8B,468fed9381c798bd84d4b0798f408c09,90c
20200915_11A,53e4b324d027b9110c338dd3812d90aa,90c
20200915_16D,70931e7e8d0a645c20dfffd85639cd51,90c
20200915_12D,69d9bb4b515b35c193e9d8903ade904f,90c
20200915_6B,a0571c32f53b56a60dca4513072b4180,90c
20200915_6D,5800dc704d78039095ce68e36a7e4817,90c
20200915_7A,edb9f6c2667e081e74b117b56f12e4a9,90c
20200915_13D,f0e6df665979dba1aa1e3ba890dcc72b,90c
20200922_9A,77d5385f9d064e36b659eb3d73b87460,90c
20200922_10A,01f84d3a5ea060904bccc597085553af,90c
20200922_10B,ed26979cab64d5a409bbf8166d8a3a46,90c
20200922_1A,0ed4295f3eaf46cc3c7d6d9c8daf9d97,90c
20200922_17A,e09719ef1b80768169f6aaf375744b67,90c
20200922_17B,4952fd26ef2393fcb4d5f26cf33ce880,90c
20200922_9D,5847d4360d8fbcd58be2d39981410bdf,90c
20200922_10D,1504e14aa145a3407f3ffe298e8c7794,90c
20200922_16D,8532c5e92795a3c465ec4b6a6d62a5f6,90c
20200922_1B,2f143853bc5da1627158f28e99f88d54,90c
20200922_11A,48da1e348d38f12c4771250357377f93,90c
20200922_17D,19100da07e7837eeeb62f4d024e3339c,90c
20200922_2B,2d27a2dea37f9663dfc2f0963e96a3d2,90c
20200922_12B,92fe18369a0e979335c2de22a49b1fe8,90c
20200922_13A,f2b357f2427f809598395463460a39d1,90c
20200922_3B,07bf4c8b6d497875ef571df2eeb59a99,90c
20200922_20A,fb5ecdaa1e1c3a1bc1114c0558657d17,90c
20200922_6B,691b180e2e7db9fd19d55b9cce3c29d8,90c
20200922_6D,1cc65081e1edcfad0ff5cf96a6b982fc,90c
20200922_20B,e52b31624667b1c7e963ee6e2abe1224,90c
20200922_20D,abe207bf79637f01bb0c22ce07dfd5bb,90c
20200922_21A,78111a8bb73db7a11d5f8cd0bdd6b4a4,90c
20200922_21B,504c4bbd023d7e86acdc5b171de5573c,90c
20200922_22B,bbd96eaf37b6dccf3d31614a4677c878,90c
20200922_22D,bb2f9dab298a2cbbc4973f91ab162949,90c
20200922_8D,b9da52d58f7fa2a69eacaf0561964aa1,90c
20200922_15A,285ba2baaadff6db6fb231a503cd1be6,90c
20200922_9B,0a9879d31a247c3edb1cdc4d89bf4a38,90c
20200922_15D,389bf0b8d8bd12dc6686b966dc22d66f,90c
20200922_11B,8890ad55f078a9b120d110b5bcd5f7d0,90c
20200922_1D,807e507d54bebc01719345fb2f477784,90c
20200922_11D,82db19da55e18ced3a371667ec430f8a,90c
20200922_2A,95b599761f888aa84f913b6c934352d0,90c
20200922_2D,a6c2f2d011597745febf41430d599858,90c
20200922_12A,3257d8f3c700b7b408a74d335fe9988e,90c
20200922_12D,7351eec5d804470442600677c438c3fa,90c
20200922_13B,b4967b149daf66b6316724b6fa7b38ab,90c
20200922_3A,70f11a4f12370aa0db8e7361c6afd1dc,90c
20200922_4B,e7135a9c5a4ed06aedf3249c01dbe601,90c
20200922_7D,41226bb7d144eebf6579d33a0ca629a7,90c
20200922_14A,d115c7bb49243fc7de6699dfe1691ba6,90c
20200922_14B,7a2ac0573fa00e1409bf690030158a59,90c
20200922_14D,cf23bd11828400e38b062551f97b1c4c,90c
20200922_15B,123fd14b638d1779e7eb6baf499f5b00,90c
20200922_16A,0afa8bb2451ecb2ef84f455f9715cd13,90c
20200922_16B,89bb5579a87d6be2857b0d396666eda5,90c
20200922_13D,7bf338e3ae66b33f7f5e8afb41a57be8,90c
20200922_3D,bd0086f960e18d10c76cf84714aa534e,90c
20200922_18A,37099919150101738e7fcf6a9d6abc9f,90c
20200922_18B,1a17522e89c4028b43138ff67fd0b981,90c
20200922_18D,f02eb40ff2390cd4ccac3cc6ea999517,90c
20200922_4A,3db47c3562c707326e32e1d5c627f1f8,90c
20200922_19A,a6b25c79216a89bfc8d946dac3d50790,90c
20200922_4D,c3ab81610070a78e1033044a67c70ee6,90c
20200922_19B,c7503fcad97a1058a2a8cd61fdfd6a6d,90c
20200922_19D,bcb5c11b94d3282ed0b6247e40e7d49b,90c
20200922_5A,cd52248f301738aace61f2bf0e56eed5,90c
20200922_5B,ba79a6438eb0dbe9e272c5a493ae40d3,90c
20200922_5D,b7cbf6facf3771e16ecfed9a71b89898,90c
20200922_6A,4a8c0ed8582fd241dbc5a09d8cb38b1c,90c
20200922_7A,e5e4203a1bf2a8cddbf3a8d848399166,90c
20200922_21D,8be35d6dc1cb734a9434b16382fadd48,90c
20200922_7B,2f666ebaabd797e43791b139188116be,90c
